Article ID,Article Title,Category,URL,Last Updated,Topics Covered,Content Type,Word Count,Has Screenshots,Content Hash
226,"How do I share my website, PDF file, HTML / SCORM file, images or video for commenting?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video,2025-01-23,"1️⃣ Upload Your Content to zipBoard, Steps to Add Content:, 2️⃣ Sharing Your Uploaded Content",Guide,317,Yes,61de8dd55df522477c72bbfd4a2b6a58
328,The Various Permissions You Can Grant When Using Share Links in zipBoard,Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/328-the-various-permissions-you-can-grant-when-using-share-links,2025-01-23,"Enabling Different Permissions Simultaneously, Managing Your Share Links, Next Steps",Guide,486,Yes,0ad30907b8a8751342b12fbc5ecd9fc3
416,How Document Version Control Works in zipBoard?,Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,2025-03-05,"The Problem with Managing Revisions, The New Version Control Solution, Add New Versions Seamlessly",Guide,461,Yes,02fd82e656a416b24ab14b343d741830
227,Different Share Link Options,Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/227-share-link-settings,2025-01-23,"How to Share a File in zipBoard, Managing Share Links, Deleting Share Links",Guide,878,Yes,4f7a8e8b419645fb7187b15d4a33a202
335,"I've been given a share link with Add New Boards/Reviews Only access, now what?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/335-ive-been-given-a-share-link-with-add-new-boards-reviews-only-access,2024-10-18,"Related Articles, Categories",Guide,142,Yes,8be0e56c2ae157e2bf47a754079133a8
340,"I've been given a share link with Required Signup/Login, + View All + Add New Boards/Reviews access, now what?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/340-ive-been-given-a-share-link-with-required-signup-login-view-all-and-add-new-boards-reviews-access-now-what,2024-10-18,"Related Articles, Categories",Guide,198,Yes,13ea5115a2188e62a5a0485e6b8bc7b6
327,"So I've been given a zipBoard share link, now what?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/327-so-ive-been-given-a-zipboard-share-link-now-what,2024-08-29,"Share Links, Using Share Links to Review Uploads, Related Articles",Guide,388,Yes,2abad301367cdab9717dee0e9438894b
336,"I've been given a share link with View All + Add New Boards/Reviews access, now what?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/336-ive-been-given-a-share-link-with-view-all-and-add-new-boards-reviews-access,2024-10-18,"Related Articles, Categories",Guide,176,Yes,d04295576797b12fec24a4829d957327
231,Getting Feedback,Client Sharing & Feedback10articles,https://help.zipboard.co/article/231-getting-feedback,2024-10-22,"Related Articles, Categories",Guide,207,Yes,088418b3204176b80cefd418c1a34774
354,How do I Share Files with a Client?,Client Sharing & Feedback10articles,https://help.zipboard.co/article/354-how-do-i-share-files-with-a-client,2025-01-24,"Step 1: Add the Client to Your Project, Step 2: Share a File with the Client, Step 3: Client Access & Feedback",Guide,348,Yes,33367bb90809a83ae5e95a2c7b282585
223,Reviewing Client Feedback and Adding It to the Development Workflow,Client Sharing & Feedback10articles,https://help.zipboard.co/article/223-can-client-convert-feedback-from-other-stackholders,2025-01-24,"Ready to Try zipBoard?, Related Articles, Categories",Guide,371,Yes,9dc7164d72812db619c75ab01791caaf
168,How to upload images/mocks to zipBoard and get live feedback from people?,Client Sharing & Feedback10articles,https://help.zipboard.co/article/168-how-to-upload-images-mocks-to-zipboard-and-get-live-feedback-from-people,2024-10-22,Categories,Guide,284,Yes,3dcc8a9a551d88aa283debcb86450002
137,How to Track and Prioritise the Feedback from Guest in zipBoard?,Client Sharing & Feedback10articles,https://help.zipboard.co/article/137-how-to-track-and-prioritise-the-feddback-from-guest-in-zipboard,2025-03-24,"Take the actionable items as tasks, Reply to questions and remarks, Track/View/Update the Task status",Guide,180,Yes,160d76c74123d0e66b0b9dd4727b385f
331,"My clients aren’t comfortable downloading a browser extension, is there another way to receive feedback?",Client Sharing & Feedback10articles,https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,2022-12-21,Categories,Guide,135,No,77ebd59d56857e2af61c507158be80a3
437,How to Control Client Access When Sharing Files in zipBoard,Client Sharing & Feedback10articles,https://help.zipboard.co/article/437-how-to-control-client-access-in-zipboard-file-sharing-made-simple,2025-02-05,"🔑 Key Benefits of Enhanced Client Sharing, ❓How to Use the New Access Control Features, Error and Success Messages",Guide,691,Yes,5de0e5a0b5cd23c771fcb0f7530806e7
136,How to Get Feedback from Guests in zipBoard?,Client Sharing & Feedback10articles,https://help.zipboard.co/article/136-how-to-share-a-file-in-zipboard,2025-01-23,"1️⃣ Generating a Shareable Link for Guests, 2️⃣ Setting Permissions for Guest Feedback, 3️⃣ Reviewing Guest Feedback",Guide,289,Yes,46cd5d7cbe4f07b44039c4d601b92cd2
454,How to Invite Clients & Users to Review a Website (No Login Needed),Client Sharing & Feedback10articles,https://help.zipboard.co/article/454-how-to-invite-clients-users-to-review-a-website-no-login-needed,2025-05-07,"How It Works: Collect Website Feedback Without Forcing a Login, How to Invite Clients and Users to Review a Website in zipBoard, For Clients",Guide,627,Yes,d3ce6c564e166e9b52fd66a6669f8553
90,Streamlining External Stakeholder Feedback for Digital Content Reviews,Client Sharing & Feedback10articles,https://help.zipboard.co/article/90-i-need-to-share-my-zipboard-project-with-my-stakeholders-but-don-t-want-to-add-them-as-collaborators-is-there-a-way-to-do-that,2024-10-22,"Related Articles, Categories",Guide,182,Yes,746fcce28d073600bd1ded1f15a4ade9
423,Getting Started with AI-Powered Task Types,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/423-getting-started-and-using-ai-powered-task-types-in-zipboard,2024-10-09,"What are AI-Powered Task Types?, Key Benefits:, How to Access and Enable AI-Powered Task Types",Guide,238,Yes,118be520426054e6b8c7d3ed67ac2521
272,Manage Tasks Better with zipBoard,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/272-manage-tasks-better-with-zipboard,2024-10-09,"📌 We have new updates!Please visit this link., Related Articles, Categories",Guide,169,Yes,8d30b5bcc6693eef760ede7daa46c3b5
56,How can I view all tasks assigned to me in a particular project?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/56-how-can-i-view-all-tasks-assigned-to-me,2020-03-31,"Related Articles, Categories",Guide,57,Yes,3007412c36bfabbbc0d24f87ec2b5e18
216,How to Edit tags?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/216-how-to-edit-tags,2024-10-18,"Related Articles, Categories",Guide,272,Yes,1d9311aeb877982f3fb183c16cf46d1d
129,How to Create or Modify a Task?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/129-create-and-modify-a-task,2023-12-27,"Adding a task from the task manager, Adding a task during review, Modify an existing task",Guide,607,Yes,bbe8ebf52cf4f67c34a9a6ccfaccd14e
84,What  Information is Available/Can be Populated in a Task Once it is Created?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/84-what-information-is-availablecan-be-populated-in-a-task-once-it-is-created,2023-12-27,"Related Articles, Categories",Guide,200,Yes,986708ea87b1b89ef9a877113d76dfe3
61,Power of Tags: A Comprehensive Guide,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/61-what-is-the-add-tags-feature,2023-12-27,"Related Articles, Categories",Guide,418,Yes,7f411787c9bcd64ab4349c3a56269eee
422,Simplify Task Management with AI-Powered Task Types,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/422-managing-task-types-at-the-project-level,2024-10-09,"Who Can Add, Set, and Delete Task Types?, Default Task in Project Level, Next Steps:Getting Started with AI-Powered Task Types",Guide,207,Yes,1a757a1898a3ce495ee4a3f38dfa3626
54,How is a Task Different from a Comment?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/54-how-is-a-task-different-from-a-comment,2023-12-27,"Related Articles, Categories",Guide,72,Yes,6b89897632e2dd903eacb78b9565c94e
51,How do I Access the Task Manager?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/51-how-do-i-access-the-task-manager,2023-12-27,"Related Articles, Categories",Guide,50,Yes,3da67150902329f33b1f76f91dab6dd0
59,How do I Mark a Task as Resolved?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/59-how-do-i-mark-a-task-as-resolved,2023-12-27,"Related Articles, Categories",Guide,37,Yes,d1d0559b585163efc925139f5873c1f1
60,How do I Assign a Task to Someone?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/60-how-do-i-assign-a-task-to-someone,2023-12-27,"Related Articles, Categories",Guide,54,Yes,39033b8295e19259c9e2f096bc633fc4
429,How to Use AI-Powered Autotagging for Tasks,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/429-how-to-use-ai-powered-autotagging-for-tasks,2024-12-03,"How It Works, Why Use AI-Powered Autotagging?, Next: How to Auto-Tag Files",Guide,350,Yes,54a10ca4dfdff0aa32733a6e603343b7
58,How do I Edit a Task?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/58-how-do-i-edit-a-task,2023-12-27,"Related Articles, Categories",Guide,94,Yes,0392a412808148d6927c0e5bd20c51d1
144,Can I access all my tasks across all projects at one place ?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/144-can-i-access-all-my-tasks-across-all-projects-at-one-place,2020-04-03,"Related Articles, Categories",Guide,40,Yes,85377b7d553dbfc7b7e1b6bd66e1cb7a
430,How to Auto-Tag Files,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/430-how-to-use-auto-tagging-for-files,2024-12-03,"How It Works, Why Use Auto-Tagging for Files?, Related Articles",Guide,325,Yes,853cd99de56e2fc054a54274eec3735a
152,How Can Tags be Managed Better with Enterprise Account?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/152-how-can-tags-be-managed-better-with-enterprise-account,2023-12-27,"Related Articles, Categories",Guide,87,Yes,83bf76e971081845c0c1b733cad40953
52,How do I add New Tasks?,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/52-how-do-i-add-new-tasks,2023-12-27,"Related Articles, Categories",Guide,109,Yes,9c719eea832b92167eca78162eb4602c
202,How to Use the Task Manager in zipBoard,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/202-how-to-use-the-task-manager-in-zipboard,2024-01-23,"Related Articles, Categories",Guide,284,Yes,00f77734a305461a806dc66b3c331827
424,Using AI-Powered Task Types in zipBoard,"Tags, Status, & Task Manager38articles",https://help.zipboard.co/article/424-using-ai-powered-task-types-in-zipboard,2024-10-09,"How to Use AI-Powered Task Types, Next Steps:Customizing Your Task Types in zipBoard, Related Articles",Guide,284,Yes,7a3766bf3c598d502bc8cd20a01c3225
143,Can I Delete my Account?,Account & Management14articles,https://help.zipboard.co/article/143-can-i-delete-my-account,2023-12-28,"Related Articles, Categories",Guide,66,Yes,d79d17c75470c5e759e1ef94f9e87139
82,Can I Change my Plan?,Account & Management14articles,https://help.zipboard.co/article/82-can-i-change-my-plan,2023-12-28,"Related Articles, Categories",Guide,66,Yes,30e55d2573545c86b4bc31bdbc0eb11e
284,Enterprise Plan : What to expect?,Account & Management14articles,https://help.zipboard.co/article/284-enterprise-plan-what-to-expect,2024-10-22,"Related Articles, Categories",Guide,102,No,5ca775dde6a322f238ba791174fe2000
81,Which Plan is Right for me?,Account & Management14articles,https://help.zipboard.co/article/81-what-plan-is-right-for-me,2023-12-28,"Related Articles, Categories",Guide,98,Yes,a7720714071b9ae619f55778e8f7aabf
392,Change Email Address in zipBoard Account,Account & Management14articles,https://help.zipboard.co/article/392-change-email-address-in-zipboard-account,2023-12-14,"Related Articles, Categories",Guide,129,Yes,76ace1c57e61609fac29875e9ecad924
428,Managing Your Billing and Subscription,Account & Management14articles,https://help.zipboard.co/article/428-managing-your-billing-and-subscription,2024-10-30,"Overview, What Happens After the Free Trial Ends?, How to Switch Plans or Update Payment Details",Guide,158,No,618e87fe82b7ec4a68cca1782715aa3f
154,Can I Host my zipBoard Account on a Private Cloud?,Account & Management14articles,https://help.zipboard.co/article/154-can-i-host-my-zipboard-account-on-a-private-cloud,2023-12-28,"Related Articles, Categories",Guide,62,No,e4d09a958966a1171d77751d5bc9a7ba
149,What Custom Branding Options are Available with zipBoard Enterprise Plan?,Account & Management14articles,https://help.zipboard.co/article/149-what-custom-branding-options-are-available-with-zipboard-enterprise-plan,2023-12-28,"Related Articles, Categories",Guide,37,Yes,f542c8ab7caa8c958b43138e4460ce38
153,What Options Does the Custom Pricing Plan Offers?,Account & Management14articles,https://help.zipboard.co/article/153-what-options-does-the-custom-pricing-plan-offers,2023-12-28,"Related Articles, Categories",Guide,83,No,e8e1ecb262ad9cac772eb5a147361827
283,zipBoard pricing update: 12th March 2021,Account & Management14articles,https://help.zipboard.co/article/283-zipboard-pricing-update-march-2021,2024-10-18,"Why did the pricing plan change?, I created my account before this change. What happens to me?, What will happen to my data if my free trial expires?",Guide,476,No,242058a6e9d1b65a8b154af2c8ad796e
194,What Payment Methods Do You Support?,Account & Management14articles,https://help.zipboard.co/article/194-what-payment-methods-do-you-support,2023-12-28,"Related Articles, Categories",Guide,29,No,a60cd5a4a30fe6f36e553e60736dfa1b
148,Why Should I go for an Enterprise Plan?,Account & Management14articles,https://help.zipboard.co/article/148-why-should-i-go-for-an-enterprise-plan,2023-12-28,"Related Articles, Categories",Guide,113,Yes,86a7c6a8b71c8bb11cf7c9097f379930
435,zipBoard Pricing FAQ,Account & Management14articles,https://help.zipboard.co/article/435-zipboard-pricing-faq,2024-11-27,"1. What is zipBoard’s Team Plan, and how does pricing work?, 2. Can I get a customized monthly plan for my team?, 3. What is zipBoard's pricing for different numbers of content items?",Guide,413,No,34769f9c898a7a3c269a5fd4ea2ed631
155,If i need a plan for 30 projects. Would that be possible?,Account & Management14articles,https://help.zipboard.co/article/155-if-i-need-a-plan-for-30-projects-would-that-be-possible,2023-12-28,"Related Articles, Categories",Guide,56,No,694b141779a8412724d8c79e25a6f2ed
247,Can I Sign in Using a  Microsoft Account  to  zipBoard?,Microsoft Integration3articles,https://help.zipboard.co/article/247-can-i-sign-in-using-a-microsoft-account-with-zipboard,2023-12-28,"Related Articles, Categories",Guide,75,Yes,8a2c7619773d844b30b8bdb418a19cf4
421,Getting Started with the zipBoard Add-in for Microsoft Outlook,Microsoft Integration3articles,https://help.zipboard.co/article/421-zipboard-add-in-for-microsoft-outlook,2025-01-21,"Step 1: Installing the zipBoard Add-in, Step 2: Accessing the zipBoard Add-in, Step 3: Logging in to the zipBoard Add-in",Guide,459,Yes,27f1fe5fe19b81594176f466d4e266c5
255,How to Work with Microsoft Teams App with zipBoard Integrated in it?,Microsoft Integration3articles,https://help.zipboard.co/article/255-how-to-work-with-microsoft-teams-app-with-zipboard-integrated-in-it,2023-12-28,Categories,Guide,187,Yes,2204d29c6028d7919525d126bcd29970
62,Does zipBoard integrate with JIRA?,JIRA Integration12articles,https://help.zipboard.co/article/62-does-zipboard-integrate-with-jira,2023-12-28,"Related Articles, Categories",Guide,90,No,b7b9b859c5e9a20ae02c7a2b737fed2a
66,How Do I view the Associated JIRA Issues Directly?,JIRA Integration12articles,https://help.zipboard.co/article/66-how-do-i-view-the-associated-jira-issues-directly,2023-12-28,"Related Articles, Categories",Guide,84,Yes,2c4209464779354a0b890e8b0621b39a
64,How are Statuses Mapped between zipBoard and JIRA?,JIRA Integration12articles,https://help.zipboard.co/article/64-how-are-statuses-and-priorities-mapped-between-zipboard-and-jira,2024-01-04,"Related Articles, Categories",Guide,26,Yes,56358e53a1d347ce7bebbcf24e071c8a
257,What's next after zipBoard account integrated at organization level with JIRA?,JIRA Integration12articles,https://help.zipboard.co/article/257-whats-next-after-zipboard-account-integrated-at-organization-level-with-jira,2023-12-28,"Related Articles, Categories",Guide,67,Yes,6cb521537043092be5ec85a7aabd4deb
285,How Do I Enable Webhooks to Receive Updates from JIRA?,JIRA Integration12articles,https://help.zipboard.co/article/285-how-do-i-enable-webhooks-to-receive-updates-from-jira,2023-12-28,"Related Articles, Categories",Guide,100,Yes,bfab24524d03a35f13c74efbc7f9ecbe
282,Can We See Error Logs in zipBoard Related to JIRA Integration?,JIRA Integration12articles,https://help.zipboard.co/article/282-can-we-see-error-logs-in-zipboard-related-to-jira-integration,2023-12-28,"Related Articles, Categories",Guide,59,Yes,f1c4bb0464a8461cd0c4b5129ecb2efd
256,Does zipboard Support Two Way Communication with JIRA,JIRA Integration12articles,https://help.zipboard.co/article/256-does-zipboard-support-two-way-communication-with-jira,2023-12-28,"Related Articles, Categories",Guide,93,Yes,4f6d26d50ad00896aea1808e6776a20e
68,"I'm getting the ""Unable to authenticate error"" when integrating with JIRA. What should I do?",JIRA Integration12articles,https://help.zipboard.co/article/68-im-getting-the-unable-to-authenticate-error-when-integrating-with-jira-what-should-i-do,2023-12-28,"Related Articles, Categories",Guide,131,No,b7c82601393700441e02566a180e64f6
65,How do I Remove zipBoard's Integration with JIRA?,JIRA Integration12articles,https://help.zipboard.co/article/65-how-do-i-remove-zipboards-integration-with-jira,2023-12-28,Categories,Guide,64,Yes,788a1b6e30d56c8297442868e7df3d84
308,How Do I Re-authenticate my JIRA Integration,JIRA Integration12articles,https://help.zipboard.co/article/308-how-do-i-re-authenticate-my-jira-integration,2023-12-28,"Re-authenticating your connection to your JIRA account, Categories",Guide,182,Yes,29751b3af8faaa3389565f0605b91d36
63,How do I Integrate zipBoard with JIRA?,JIRA Integration12articles,https://help.zipboard.co/article/63-how-do-i-integrate-zipboard-with-jira,2023-12-28,Categories,Guide,351,Yes,462fd7173c42d1dd06c0f32ab50624d8
67,How do I Edit JIRA's Integration Settings?,JIRA Integration12articles,https://help.zipboard.co/article/67-how-do-i-edit-jiras-integration-settings,2023-12-28,"Related Articles, Categories",Guide,36,No,4c70b82d29c8e2a7cccbb34868a743f9
209,How do I View the Associated WRIKE issues directly?,WRIKE Integration7articles,https://help.zipboard.co/article/209-how-do-i-view-the-associated-wrike-issues-directly,2023-12-28,"Related Articles, Categories",Guide,85,Yes,1dbb55bcb06dbc666c8ad9e2d4b209fd
211,How are Priorities Mapped Between zipBoard and Wrike?,WRIKE Integration7articles,https://help.zipboard.co/article/211-how-are-priorities-mapped-between-zipboard-and-wrike,2023-12-28,"Related Articles, Categories",Guide,27,Yes,42af076914d07bb123dec8c270cf49d8
207,How Are Statuses Mapped Between zipBoard and Wrike?,WRIKE Integration7articles,https://help.zipboard.co/article/207-how-are-statuses-mapped-between-zipboard-and-wrike,2023-12-28,"Related Articles, Categories",Guide,27,Yes,9d3bc69e90fb565497680ff31acc9fb3
205,Integrate zipBoard with Wrike & Manage Your Project Better,WRIKE Integration7articles,https://help.zipboard.co/article/205-does-zipboard-integrate-with-wrike,2024-10-18,"Related Articles, Categories",Guide,166,Yes,d35e3da7bc99b03be590b12e16932f05
208,How do I Remove zipBoard's Integration with WRIKE?,WRIKE Integration7articles,https://help.zipboard.co/article/208-how-do-i-remove-zipboards-integration-with-wrike,2023-12-28,"Related Articles, Categories",Guide,117,Yes,3fec7afe8545191f173415d29ffe3aaf
210,How do I Edit WRIKE's Integration Settings?,WRIKE Integration7articles,https://help.zipboard.co/article/210-how-do-i-edit-wrikes-integration-settings,2023-12-28,"Related Articles, Categories",Guide,36,Yes,6353ac017ff149bb332fd010b6ad516c
206,How do I Integrate zipBoard with WRIKE,WRIKE Integration7articles,https://help.zipboard.co/article/206-how-do-i-integrate-zipboard-with-wrike,2023-12-28,"Related Articles, Categories",Guide,174,Yes,5ac9d46b799e983d4e7293eb150c986e
71,How do I Remove zipBoard's Integration with Slack?,Slack Integration6articles,https://help.zipboard.co/article/71-how-do-i-remove-zipboards-integration-with-slack,2023-12-28,"Related Articles, Categories",Guide,31,Yes,a16128a37a2cfea789ab48770399ad99
72,How do I Edit Slack's Integration Settings?,Slack Integration6articles,https://help.zipboard.co/article/72-how-do-i-edit-slacks-integration-settings,2023-12-28,"Related Articles, Categories",Guide,51,Yes,e5736f5d28e4470830b601809a598154
254,Do slack channel get notified if task is created or updated in zipBoard?,Slack Integration6articles,https://help.zipboard.co/article/254-do-slack-channel-get-notified-if-task-is-created-or-updated-in-zipboard,2023-12-28,"Related Articles, Categories",Guide,74,Yes,bfdb3d155dd838220d39eac704173cc4
192,What Can I do with Slack Integration?,Slack Integration6articles,https://help.zipboard.co/article/192-what-can-i-do-with-slack-integration,2023-12-28,"Related Articles, Categories",Guide,175,Yes,0e7ccea0efb82135372ffeaae35d8703
69,Does zipBoard Integrate with Slack?,Slack Integration6articles,https://help.zipboard.co/article/69-does-zipboard-integrate-with-slack,2023-12-28,"Related Articles, Categories",Guide,67,No,9b69825ca6a4be4ac10f18a6fca91b6f
70,How do I Integrate zipBoard with Slack?,Slack Integration6articles,https://help.zipboard.co/article/70-how-do-i-integrate-zipboard-with-slack,2023-12-28,"Related Articles, Categories",Guide,126,Yes,6c816d62fbb562008915cb373691cd91
296,How to Log Your First Bug from LambdaTest to zipBoard?,LambdaTest IntegrationContains all the help docs related to zipBoard + LambdaTest integration.4articles,https://help.zipboard.co/article/296-how-log-bug-lambdatest-zipboard,2023-12-28,"Steps to log a bug from LambdaTest to zipBoard:, Categories",Guide,324,Yes,9177c35a0957f8cac76fbb547247e0ed
294,Why do I Need to Integrate zipBoard with LambdaTest?,LambdaTest IntegrationContains all the help docs related to zipBoard + LambdaTest integration.4articles,https://help.zipboard.co/article/294-why-integrate-zipboard-lambdatest,2023-12-28,"Related Articles, Categories",Guide,162,No,6536e8012c3fdb7ad12d0efb26b9b9db
297,How to Remove LambdaTest Integration with zipBoard?,LambdaTest IntegrationContains all the help docs related to zipBoard + LambdaTest integration.4articles,https://help.zipboard.co/article/297-how-remove-zipboard-lambdatest-integration,2023-12-28,Categories,Guide,48,Yes,dfb6a2176f7b634fd0e6cc8bfae5fe3e
295,How do I Integrate zipBoard with LambdaTest?,LambdaTest IntegrationContains all the help docs related to zipBoard + LambdaTest integration.4articles,https://help.zipboard.co/article/295-how-integrate-zipboard-lambdatest,2023-12-28,"Step 1: Find zipBoard in LambdaTest, , Step 2: Finding API Key In zipBoard",Guide,280,Yes,71098132455f1a3a83a7ab149278bd5c
442,Setting Up and Managing the Procore Integration in zipBoard,Procore Integration3articles,https://help.zipboard.co/article/442-setting-up-and-managing-the-procore-integration-in-zipboard,2025-05-16,"Who Can Use ThezipBoard + Procore Integration?, Advantages ofProcore's Integration with zipBoard, How to Set Up the Procore + zipBoard Integration",Guide,641,Yes,30f977316486d1c7362bdd3e2ee89f81
449,"Get the Most Out of the zipBoard + Procore Integration: Markup, Share, and Collaborate Without Downloading PDFs",Procore Integration3articles,https://help.zipboard.co/article/449-how-to-use-the-procore-zipboard-integration-to-improve-collaboration,2025-04-14,"What You Can Do in zipBoard with Procore Docs, Optimizing Your Workflow with Procore + zipBoard, RFI Collaboration",Guide,710,No,709a25291f145e36931760d9371cc52f
452,"Managing Your Procore + zipBoard Integration: Project Sync, Permissions, and What’s Next",Procore Integration3articles,https://help.zipboard.co/article/452-managing-your-procore-zipboard-integration-project-sync-permissions-and-what-s-next,2025-04-03,"Managing Your Integration, Understanding the ""Manage Integration"" Button, Selective Project-Level Sync",Guide,472,Yes,e9cf4055a3aa6f8b9255bff2046a36c2
121,Recover Account or Forgotten Password,Troubleshooting and Errors13articles,https://help.zipboard.co/article/121-recover-account-or-forgotten-password,2024-01-02,Categories,Guide,158,Yes,560d0f00107c0b94e9b74d98eb08b6e1
225,How to File a Bug?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/225-how-to-file-a-bug,2024-01-02,"Adding a Bug from task manager, From Review board, Related Articles",Guide,272,Yes,1d5ac429779634e0235f07b2ff915b43
39,I can’t access the review board. What might be the issue?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/39-i-can-t-access-the-review-board-what-might-be-the-issue,2024-10-18,"Related Articles, Categories",Guide,65,No,3c08d89ea8356f8d7554dfaf96035b67
156,I'm unable to delete the annotations. How can I do that?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/156-im-unable-to-delete-the-annotations-how-can-i-do-that,2024-01-02,"Related Articles, Categories",Guide,67,Yes,f3805c7cab1ea64a9843f38353dcd928
33,"I just uploaded a captivate SCORM file, but could not access it using zipBoard. What can be the issue?",Troubleshooting and Errors13articles,https://help.zipboard.co/article/33-i-just-uploaded-a-captivate-scorm-file-but-could-not-access-it-using-zipboard-what-can-be-the-issue,2023-09-30,"Related Articles, Categories",Guide,70,No,def838f2b9d9787859cd52f5354312ab
40,I can’t install zipBoard’s Google Chrome/Mozilla Firefox extensions. What could be wrong?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/40-i-can-t-install-zipboard-s-google-chrome-mozilla-firefox-extensions-what-could-be-wrong,2023-09-30,"Related Articles, Categories",Guide,63,No,f26c4bc666879f0f3a434f1d7618967b
287,"I have uploaded Articulate scorm file but live annotations does not work, what was the issue?",Troubleshooting and Errors13articles,https://help.zipboard.co/article/287-i-have-uploaded-articulate-scorm-file-but-live-annotations-does-not-work-what-was-the-issue,2024-01-02,"Related Articles, Categories",Guide,101,No,ac05466d4c4ed596aa1e751170e1099d
88,My mails are not delivered. What should I do?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/88-my-mails-are-not-delivered-what-should-i-do,2024-01-02,"Related Articles, Categories",Guide,95,Yes,75de197a6fb61b6fa4e06e84ccfd849c
32,I cannot play my SCORM file with zipBoard. What can be the issue?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/32-i-cannot-play-my-scorm-file-with-zipboard-what-can-be-the-issue,2024-01-02,"Related Articles, Categories",Guide,88,No,a63480752f64816c7c7785cedf143dcf
9,I'm stuck! How do I contact zipBoard?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/9-im-stuck-how-do-i-contact-zipboard,2023-09-30,"Related Articles, Categories",Guide,49,No,c757794f770ede4fd242419f00db8751
142,I don't see a camera icon for my video files. How to add annotations to it while reviewing?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/142-i-dont-see-a-camera-icon-for-my-video-files-how-to-add-annotations-to-it-while-reviewing,2023-09-30,"Related Articles, Categories",Guide,70,Yes,92837588f442c1cfb43db02f51fa0423
25,"I uploaded a zip  file, but it's stuck. What should I do?",Troubleshooting and Errors13articles,https://help.zipboard.co/article/25-i-upload-a-file-but-its-stuck-what-should-i-do,2023-11-16,"Related Articles, Categories",Guide,72,No,aad773a13c24847c91e600b7ed2ce0e8
49,I have been invited as a collaborator but unable to see the project on my dashboard. What’s wrong there?,Troubleshooting and Errors13articles,https://help.zipboard.co/article/49-i-have-been-invited-as-a-collaborator-but-unable-to-see-the-project-on-my-dashboard-what-s-wrong-there,2024-01-02,"Related Articles, Categories",Guide,119,Yes,8341727b57584bbd23fbc9d9219b4926
332,Difference Between the Embedded Annotations and Browser Extension.,zBreviewboard Extension10articles,https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,2024-01-02,Categories,Guide,152,No,f2d6dbba56ede5364fc56236539a6c00
200,How to install the zBreviewboard extension,zBreviewboard Extension10articles,https://help.zipboard.co/article/200-how-to-install-the-zbreviewboard-extension,2023-10-03,Categories,Guide,45,No,620a4d94781f29d0eac5d40c9e633bb5
421,Getting Started with the zipBoard Add-in for Microsoft Outlook,zBreviewboard Extension10articles,https://help.zipboard.co/article/421-zipboard-add-in-for-microsoft-outlook,2025-01-21,"Step 1: Installing the zipBoard Add-in, Step 2: Accessing the zipBoard Add-in, Step 3: Logging in to the zipBoard Add-in",Guide,459,Yes,27f1fe5fe19b81594176f466d4e266c5
258,How to Record a Video to Capture Feedback using zipBoard extension?,zBreviewboard Extension10articles,https://help.zipboard.co/article/258-can-we-capture-screenshotrecord-video-without-going-to-zipboard,2024-03-20,"Tips for Screen and Self Recording, Related Articles, Categories",Guide,286,Yes,abd49ab607be75c23941be7cd9d4e9eb
